instance,goal,result,duration,correct_result,verdict,steps_obtained
exp_acyclic_depvary_step10_batch_yyy03.pl,f3,,600.0,yes,TIMEOUT,13
exp_acyclic_depvary_step10_batch_yyy03.pl,u3,yes,0.2,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy03.pl,f4,,600.0,no,TIMEOUT,23
exp_acyclic_depvary_step10_batch_yyy03.pl,w3,yes,0.27,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy03.pl,v1,,600.0,no,TIMEOUT,23
exp_acyclic_depvary_step10_batch_yyy03.pl,p3,,600.0,no,TIMEOUT,23
exp_acyclic_depvary_step10_batch_yyy04.pl,t4,no,0.23,no,corr,0
exp_acyclic_depvary_step10_batch_yyy04.pl,s5,yes,532.4,yes,corr,18
exp_acyclic_depvary_step10_batch_yyy04.pl,q4,,600.0,yes,TIMEOUT,21
exp_acyclic_depvary_step10_batch_yyy04.pl,e4,,600.0,yes,TIMEOUT,12
exp_acyclic_depvary_step10_batch_yyy04.pl,w1,yes,0.18,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy04.pl,y1,,600.0,no,TIMEOUT,23
exp_acyclic_depvary_step10_batch_yyy04.pl,p2,,600.0,no,TIMEOUT,26
exp_acyclic_depvary_step10_batch_yyy04.pl,r2,,600.0,no,TIMEOUT,19
exp_acyclic_depvary_step10_batch_yyy04.pl,a4,,600.0,yes,TIMEOUT,19
exp_acyclic_depvary_step10_batch_yyy04.pl,x2,yes,0.21,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy05.pl,c3,,600.0,no,TIMEOUT,13
exp_acyclic_depvary_step10_batch_yyy05.pl,e1,,600.0,no,TIMEOUT,20
exp_acyclic_depvary_step10_batch_yyy05.pl,f5,yes,0.16,yes,corr,0
exp_acyclic_depvary_step10_batch_yyy05.pl,y3,yes,0.13,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy05.pl,r4,,600.0,yes,TIMEOUT,11
exp_acyclic_depvary_step10_batch_yyy05.pl,p1,,600.0,no,TIMEOUT,18
exp_acyclic_depvary_step10_batch_yyy05.pl,c2,,600.0,no,TIMEOUT,32
exp_acyclic_depvary_step10_batch_yyy05.pl,b1,,600.0,yes,TIMEOUT,12
exp_acyclic_depvary_step10_batch_yyy05.pl,u2,,600.0,no,TIMEOUT,22
exp_acyclic_depvary_step10_batch_yyy05.pl,t1,yes,0.2,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy06.pl,y4,no,0.13,no,corr,0
exp_acyclic_depvary_step10_batch_yyy06.pl,t3,yes,0.14,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy06.pl,a5,,600.0,no,TIMEOUT,25
exp_acyclic_depvary_step10_batch_yyy06.pl,q4,,600.0,no,TIMEOUT,20
exp_acyclic_depvary_step10_batch_yyy06.pl,f5,yes,0.21,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy06.pl,z4,yes,0.13,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy06.pl,c1,,600.0,yes,TIMEOUT,12
exp_acyclic_depvary_step10_batch_yyy06.pl,r4,,600.0,no,TIMEOUT,21
exp_acyclic_depvary_step10_batch_yyy06.pl,y1,,600.0,no,TIMEOUT,19
exp_acyclic_depvary_step10_batch_yyy06.pl,p1,yes,1.13,yes,corr,2
exp_acyclic_depvary_step10_batch_yyy07.pl,d4,,600.0,no,TIMEOUT,24
exp_acyclic_depvary_step10_batch_yyy07.pl,u4,no,0.14,no,corr,0
exp_acyclic_depvary_step10_batch_yyy07.pl,b4,,600.0,no,TIMEOUT,21
exp_acyclic_depvary_step10_batch_yyy07.pl,z4,,600.0,no,TIMEOUT,29
exp_acyclic_depvary_step10_batch_yyy07.pl,y1,,600.0,no,TIMEOUT,27
exp_acyclic_depvary_step10_batch_yyy07.pl,r2,,600.0,yes,TIMEOUT,18
exp_acyclic_depvary_step10_batch_yyy07.pl,u2,yes,0.2,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy07.pl,a6,yes,0.12,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy07.pl,b3,yes,0.06,yes,corr,0
exp_acyclic_depvary_step10_batch_yyy07.pl,y4,,600.0,no,TIMEOUT,21
exp_acyclic_depvary_step10_batch_yyy08.pl,c3,,600.0,yes,TIMEOUT,20
exp_acyclic_depvary_step10_batch_yyy08.pl,e1,,600.0,yes,TIMEOUT,13
exp_acyclic_depvary_step10_batch_yyy08.pl,v5,,600.0,yes,TIMEOUT,18
exp_acyclic_depvary_step10_batch_yyy08.pl,a5,,600.0,yes,TIMEOUT,15
exp_acyclic_depvary_step10_batch_yyy08.pl,a4,,600.0,no,TIMEOUT,34
exp_acyclic_depvary_step10_batch_yyy08.pl,z2,,600.0,no,TIMEOUT,26
exp_acyclic_depvary_step10_batch_yyy08.pl,q3,yes,0.22,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy08.pl,t1,,600.0,no,TIMEOUT,24
exp_acyclic_depvary_step10_batch_yyy08.pl,z4,,600.0,yes,TIMEOUT,17
exp_acyclic_depvary_step10_batch_yyy08.pl,r5,no,0.14,no,corr,0
exp_acyclic_depvary_step10_batch_yyy09.pl,b2,,600.0,no,TIMEOUT,12
exp_acyclic_depvary_step10_batch_yyy09.pl,y4,no,0.15,no,corr,0
exp_acyclic_depvary_step10_batch_yyy09.pl,t3,yes,0.15,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy09.pl,z1,yes,0.15,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy09.pl,f5,yes,0.07,yes,corr,0
exp_acyclic_depvary_step10_batch_yyy09.pl,z4,,600.0,no,TIMEOUT,21
exp_acyclic_depvary_step10_batch_yyy09.pl,e3,,600.0,no,TIMEOUT,24
exp_acyclic_depvary_step10_batch_yyy09.pl,y1,no,0.14,no,corr,0
exp_acyclic_depvary_step10_batch_yyy09.pl,a3,,600.0,no,TIMEOUT,23
exp_acyclic_depvary_step10_batch_yyy09.pl,q2,,600.0,no,TIMEOUT,20
exp_acyclic_depvary_step10_batch_yyy10.pl,d5,,600.0,yes,TIMEOUT,15
exp_acyclic_depvary_step10_batch_yyy10.pl,a6,,600.0,yes,TIMEOUT,12
exp_acyclic_depvary_step10_batch_yyy10.pl,v2,no,0.14,no,corr,0
exp_acyclic_depvary_step10_batch_yyy10.pl,x3,yes,0.13,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy10.pl,x2,no,0.07,no,corr,0
exp_acyclic_depvary_step10_batch_yyy10.pl,y3,no,0.06,no,corr,0
exp_acyclic_depvary_step10_batch_yyy10.pl,b5,,600.0,no,TIMEOUT,19
exp_acyclic_depvary_step10_batch_yyy10.pl,e3,yes,0.27,yes,corr,1
exp_acyclic_depvary_step10_batch_yyy10.pl,x1,,600.0,yes,TIMEOUT,13
exp_acyclic_depvary_step10_batch_yyy10.pl,r3,,600.0,no,TIMEOUT,22
exp_acyclic_depvary_step1_batch_yyy01.pl,u5,no,0.22,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,s4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,d3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,q5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,z4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,s1,yes,0.06,yes,corr,1
exp_acyclic_depvary_step1_batch_yyy01.pl,z3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,u2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,c5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy01.pl,b1,no,0.59,no,corr,8
exp_acyclic_depvary_step1_batch_yyy02.pl,y4,no,0.1,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,z5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,x3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,q4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,x2,no,0.04,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,c6,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,d2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,y2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,e2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy02.pl,q2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,u4,no,0.14,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,b1,no,0.27,no,corr,7
exp_acyclic_depvary_step1_batch_yyy03.pl,x2,no,0.04,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,r5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,x4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,q2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,c6,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,z2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,v4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy03.pl,e3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,u4,no,0.1,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,p3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,v4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,r1,yes,0.35,yes,corr,7
exp_acyclic_depvary_step1_batch_yyy04.pl,a3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,p1,yes,0.06,yes,corr,1
exp_acyclic_depvary_step1_batch_yyy04.pl,p5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,x3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,r2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy04.pl,b6,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,v2,no,0.08,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,x3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,f1,no,0.19,no,corr,5
exp_acyclic_depvary_step1_batch_yyy05.pl,q5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,w4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,x5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,y2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,q2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,v4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy05.pl,e3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,b2,no,0.11,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,w5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,s5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,q4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,w4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,r4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,b6,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,d1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,z1,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy06.pl,b1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,c4,no,0.1,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,v5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,z4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,s1,yes,0.06,yes,corr,1
exp_acyclic_depvary_step1_batch_yyy07.pl,q1,yes,0.09,yes,corr,2
exp_acyclic_depvary_step1_batch_yyy07.pl,x4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,f1,no,0.5,no,corr,8
exp_acyclic_depvary_step1_batch_yyy07.pl,e5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,t2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy07.pl,z2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,t5,no,0.13,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,y4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,w2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,f5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,e3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,d2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,v3,no,0.04,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,f2,no,0.04,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,f4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy08.pl,a3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,t4,no,0.1,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,b3,no,0.02,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,d3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,x5,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,r1,yes,0.05,yes,corr,1
exp_acyclic_depvary_step1_batch_yyy09.pl,q3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,e3,no,0.02,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,r4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,e2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy09.pl,r3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,c4,no,0.1,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,d4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,b1,yes,0.09,yes,corr,2
exp_acyclic_depvary_step1_batch_yyy10.pl,a4,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,y3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,e3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,r3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,f2,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,q3,no,0.03,no,corr,0
exp_acyclic_depvary_step1_batch_yyy10.pl,y2,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,b2,yes,0.96,no,inc,10
exp_acyclic_depvary_step2_batch_yyy01.pl,e1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,e5,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,c5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,z4,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,c1,no,1.11,no,corr,9
exp_acyclic_depvary_step2_batch_yyy01.pl,p1,no,0.92,no,corr,8
exp_acyclic_depvary_step2_batch_yyy01.pl,y5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,a6,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy01.pl,s4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,z5,no,0.11,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,e5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,s5,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,p2,yes,0.06,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy02.pl,a1,no,0.39,no,corr,6
exp_acyclic_depvary_step2_batch_yyy02.pl,q2,no,0.41,no,corr,6
exp_acyclic_depvary_step2_batch_yyy02.pl,d3,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,u4,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,w1,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy02.pl,p3,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,d5,no,0.1,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,p5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,v5,no,0.03,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,f5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,p3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,u3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,y2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,d1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,y3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy03.pl,r5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,e1,no,0.54,no,corr,8
exp_acyclic_depvary_step2_batch_yyy04.pl,f1,yes,0.38,yes,corr,7
exp_acyclic_depvary_step2_batch_yyy04.pl,v5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,q5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,v1,yes,0.07,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy04.pl,c6,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,a6,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,y4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,e2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy04.pl,u2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,b2,no,0.34,no,corr,5
exp_acyclic_depvary_step2_batch_yyy05.pl,y4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,e1,yes,0.06,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy05.pl,f1,yes,0.07,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy05.pl,w5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,q4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,y3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,f4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy05.pl,z1,yes,0.29,yes,corr,5
exp_acyclic_depvary_step2_batch_yyy05.pl,b1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,c3,no,0.09,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,u1,yes,0.06,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy06.pl,d3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,q4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,x2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,x5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,a1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,x4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,p5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy06.pl,x3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,d5,no,0.1,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,f1,yes,0.61,yes,corr,9
exp_acyclic_depvary_step2_batch_yyy07.pl,w5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,y3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,x1,yes,0.07,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy07.pl,f2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,c5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,a5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy07.pl,d1,no,0.31,no,corr,5
exp_acyclic_depvary_step2_batch_yyy07.pl,t1,yes,0.57,yes,corr,8
exp_acyclic_depvary_step2_batch_yyy08.pl,s3,no,0.11,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,x3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,s5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,p3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,d2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,z3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,y2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,c6,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,z2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy08.pl,b5,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,u5,no,0.07,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,t4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,b2,no,4.36,no,corr,15
exp_acyclic_depvary_step2_batch_yyy09.pl,b3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,p4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,b4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,z1,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,w4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,d1,yes,0.04,yes,corr,0
exp_acyclic_depvary_step2_batch_yyy09.pl,x4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,u5,no,0.12,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,d4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,t3,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,v4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,f4,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,r2,yes,0.07,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy10.pl,v2,no,0.04,no,corr,0
exp_acyclic_depvary_step2_batch_yyy10.pl,e1,no,9.69,no,corr,19
exp_acyclic_depvary_step2_batch_yyy10.pl,s1,yes,0.07,yes,corr,1
exp_acyclic_depvary_step2_batch_yyy10.pl,d2,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy01.pl,u1,yes,0.14,yes,corr,1
exp_acyclic_depvary_step3_batch_yyy01.pl,c2,no,1.21,no,corr,8
exp_acyclic_depvary_step3_batch_yyy01.pl,a4,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy01.pl,y1,yes,1.45,yes,corr,9
exp_acyclic_depvary_step3_batch_yyy01.pl,q1,yes,0.1,yes,corr,2
exp_acyclic_depvary_step3_batch_yyy01.pl,a2,no,1.39,no,corr,9
exp_acyclic_depvary_step3_batch_yyy01.pl,s5,no,0.03,no,corr,0
exp_acyclic_depvary_step3_batch_yyy01.pl,b4,no,0.03,no,corr,0
exp_acyclic_depvary_step3_batch_yyy01.pl,z3,no,0.03,no,corr,0
exp_acyclic_depvary_step3_batch_yyy01.pl,a3,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,d5,no,0.1,no,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,z5,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,b4,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,c2,yes,0.04,yes,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,r5,no,0.04,no,corr,0
exp_acyclic_depvary_step3_batch_yyy02.pl,r1,yes,0.07,yes,corr,1
exp_acyclic_depvary_step3_batch_yyy02.pl,p2,yes,0.07,yes,corr,1
exp_acyclic_depvary_step3_batch_yyy02.pl,e2,yes,3.83,yes,corr,13
exp_acyclic_depvary_step3_batch_yyy02.pl,d1,yes,1.86,yes,corr,9
exp_acyclic_depvary_step3_batch_yyy02.pl,q1,no,4.21,no,corr,10
exp_acyclic_depvary_step3_batch_yyy03.pl,p4,no,0.09,no,corr,0
exp_acyclic_depvary_step3_batch_yyy03.pl,u4,no,0.04,no,corr,0
