id,rulesNo,assumptionsNo,worstCase,relevantRulesNo,worstCaseRelevant,relevantPerc,instance,goal
102,16,6,44,12,36,0.82,exp_acyclic_depvary_step1_batch_yyy10.pl,b1
103,27,9,72,8,34,0.47,exp_acyclic_depvary_step2_batch_yyy01.pl,b2
104,27,9,72,8,34,0.47,exp_acyclic_depvary_step2_batch_yyy01.pl,e1
105,27,9,72,8,34,0.47,exp_acyclic_depvary_step2_batch_yyy01.pl,c1
106,27,9,72,8,34,0.47,exp_acyclic_depvary_step2_batch_yyy01.pl,p1
107,30,9,78,28,74,0.95,exp_acyclic_depvary_step2_batch_yyy02.pl,p2
108,30,9,78,28,74,0.95,exp_acyclic_depvary_step2_batch_yyy02.pl,a1
109,30,9,78,28,74,0.95,exp_acyclic_depvary_step2_batch_yyy02.pl,q2
110,32,9,82,29,76,0.93,exp_acyclic_depvary_step2_batch_yyy03.pl,d1
111,29,9,76,12,42,0.55,exp_acyclic_depvary_step2_batch_yyy04.pl,e1
112,29,9,76,12,42,0.55,exp_acyclic_depvary_step2_batch_yyy04.pl,f1
113,29,9,76,12,42,0.55,exp_acyclic_depvary_step2_batch_yyy04.pl,v1
114,30,9,78,12,42,0.54,exp_acyclic_depvary_step2_batch_yyy05.pl,b2
115,30,9,78,12,42,0.54,exp_acyclic_depvary_step2_batch_yyy05.pl,e1
116,30,9,78,12,42,0.54,exp_acyclic_depvary_step2_batch_yyy05.pl,f1
117,30,9,78,14,46,0.59,exp_acyclic_depvary_step2_batch_yyy05.pl,z1
118,30,9,78,12,42,0.54,exp_acyclic_depvary_step2_batch_yyy05.pl,b1
119,30,9,78,23,64,0.82,exp_acyclic_depvary_step2_batch_yyy06.pl,u1
120,30,9,78,15,48,0.62,exp_acyclic_depvary_step2_batch_yyy06.pl,a1
121,28,9,74,16,50,0.68,exp_acyclic_depvary_step2_batch_yyy07.pl,f1
122,28,9,74,16,50,0.68,exp_acyclic_depvary_step2_batch_yyy07.pl,x1
123,28,9,74,16,50,0.68,exp_acyclic_depvary_step2_batch_yyy07.pl,d1
124,28,9,74,16,50,0.68,exp_acyclic_depvary_step2_batch_yyy07.pl,t1
125,33,9,84,11,40,0.48,exp_acyclic_depvary_step2_batch_yyy09.pl,b2
126,33,9,84,11,40,0.48,exp_acyclic_depvary_step2_batch_yyy09.pl,d1
127,29,9,76,15,48,0.63,exp_acyclic_depvary_step2_batch_yyy10.pl,r2
128,29,9,76,15,48,0.63,exp_acyclic_depvary_step2_batch_yyy10.pl,e1
129,29,9,76,15,48,0.63,exp_acyclic_depvary_step2_batch_yyy10.pl,s1
130,46,12,116,44,112,0.97,exp_acyclic_depvary_step3_batch_yyy01.pl,u1
131,46,12,116,44,112,0.97,exp_acyclic_depvary_step3_batch_yyy01.pl,c2
132,46,12,116,44,112,0.97,exp_acyclic_depvary_step3_batch_yyy01.pl,y1
133,46,12,116,44,112,0.97,exp_acyclic_depvary_step3_batch_yyy01.pl,q1
134,46,12,116,44,112,0.97,exp_acyclic_depvary_step3_batch_yyy01.pl,a2
135,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,c2
136,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,r1
137,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,p2
138,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,e2
139,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,d1
140,49,12,122,44,112,0.92,exp_acyclic_depvary_step3_batch_yyy02.pl,q1
141,51,12,126,27,78,0.62,exp_acyclic_depvary_step3_batch_yyy03.pl,e2
142,51,12,126,27,78,0.62,exp_acyclic_depvary_step3_batch_yyy03.pl,f2
143,51,12,126,43,110,0.87,exp_acyclic_depvary_step3_batch_yyy03.pl,q2
144,53,12,130,23,70,0.54,exp_acyclic_depvary_step3_batch_yyy04.pl,w1
145,53,12,130,30,84,0.65,exp_acyclic_depvary_step3_batch_yyy04.pl,s1
146,53,12,130,27,78,0.6,exp_acyclic_depvary_step3_batch_yyy04.pl,q2
147,45,12,114,41,106,0.93,exp_acyclic_depvary_step3_batch_yyy05.pl,e1
148,45,12,114,41,106,0.93,exp_acyclic_depvary_step3_batch_yyy05.pl,f1
149,45,12,114,41,106,0.93,exp_acyclic_depvary_step3_batch_yyy05.pl,x1
150,48,12,120,39,102,0.85,exp_acyclic_depvary_step3_batch_yyy06.pl,a1
151,48,12,120,39,102,0.85,exp_acyclic_depvary_step3_batch_yyy06.pl,e1
152,48,12,120,48,120,1.0,exp_acyclic_depvary_step3_batch_yyy07.pl,c2
153,48,12,120,48,120,1.0,exp_acyclic_depvary_step3_batch_yyy07.pl,x2
154,48,12,120,48,120,1.0,exp_acyclic_depvary_step3_batch_yyy07.pl,a1
155,39,12,102,18,60,0.59,exp_acyclic_depvary_step3_batch_yyy08.pl,w2
156,46,12,116,31,86,0.74,exp_acyclic_depvary_step3_batch_yyy09.pl,b1
157,46,12,116,35,94,0.81,exp_acyclic_depvary_step3_batch_yyy09.pl,r1
158,46,12,116,31,86,0.74,exp_acyclic_depvary_step3_batch_yyy09.pl,e2
159,46,12,116,31,86,0.74,exp_acyclic_depvary_step3_batch_yyy09.pl,d1
160,48,12,120,45,114,0.95,exp_acyclic_depvary_step3_batch_yyy10.pl,e1
161,48,12,120,45,114,0.95,exp_acyclic_depvary_step3_batch_yyy10.pl,t2
162,48,12,120,45,114,0.95,exp_acyclic_depvary_step3_batch_yyy10.pl,e2
163,48,12,120,45,114,0.95,exp_acyclic_depvary_step3_batch_yyy10.pl,d1
164,73,15,176,56,142,0.81,exp_acyclic_depvary_step4_batch_yyy01.pl,b3
165,73,15,176,56,142,0.81,exp_acyclic_depvary_step4_batch_yyy01.pl,u1
166,73,15,176,56,142,0.81,exp_acyclic_depvary_step4_batch_yyy01.pl,c2
167,73,15,176,58,146,0.83,exp_acyclic_depvary_step4_batch_yyy01.pl,s1
168,73,15,176,56,142,0.81,exp_acyclic_depvary_step4_batch_yyy01.pl,x1
169,73,15,176,56,142,0.81,exp_acyclic_depvary_step4_batch_yyy01.pl,f2
170,68,15,166,46,122,0.73,exp_acyclic_depvary_step4_batch_yyy02.pl,u1
171,68,15,166,46,122,0.73,exp_acyclic_depvary_step4_batch_yyy02.pl,d2
172,68,15,166,46,122,0.73,exp_acyclic_depvary_step4_batch_yyy02.pl,b3
173,68,15,166,46,122,0.73,exp_acyclic_depvary_step4_batch_yyy02.pl,e2
174,68,15,166,52,134,0.81,exp_acyclic_depvary_step4_batch_yyy02.pl,q1
175,75,15,180,44,118,0.66,exp_acyclic_depvary_step4_batch_yyy03.pl,b2
176,75,15,180,44,118,0.66,exp_acyclic_depvary_step4_batch_yyy03.pl,q3
177,75,15,180,44,118,0.66,exp_acyclic_depvary_step4_batch_yyy03.pl,c3
178,71,15,172,66,162,0.94,exp_acyclic_depvary_step4_batch_yyy04.pl,b2
179,71,15,172,66,162,0.94,exp_acyclic_depvary_step4_batch_yyy04.pl,p3
180,71,15,172,66,162,0.94,exp_acyclic_depvary_step4_batch_yyy04.pl,y1
181,71,15,172,66,162,0.94,exp_acyclic_depvary_step4_batch_yyy04.pl,q1
182,71,15,172,66,162,0.94,exp_acyclic_depvary_step4_batch_yyy04.pl,x2
183,70,15,170,61,152,0.89,exp_acyclic_depvary_step4_batch_yyy05.pl,y1
184,70,15,170,61,152,0.89,exp_acyclic_depvary_step4_batch_yyy05.pl,a3
185,70,15,170,61,152,0.89,exp_acyclic_depvary_step4_batch_yyy05.pl,z2
186,66,15,162,55,140,0.86,exp_acyclic_depvary_step4_batch_yyy06.pl,b3
187,66,15,162,55,140,0.86,exp_acyclic_depvary_step4_batch_yyy06.pl,c2
188,66,15,162,58,146,0.9,exp_acyclic_depvary_step4_batch_yyy06.pl,x2
189,66,15,162,55,140,0.86,exp_acyclic_depvary_step4_batch_yyy06.pl,r3
190,66,15,162,55,140,0.86,exp_acyclic_depvary_step4_batch_yyy06.pl,a2
191,78,15,186,66,162,0.87,exp_acyclic_depvary_step4_batch_yyy07.pl,a1
192,78,15,186,70,170,0.91,exp_acyclic_depvary_step4_batch_yyy07.pl,s1
193,78,15,186,66,162,0.87,exp_acyclic_depvary_step4_batch_yyy07.pl,d2
194,68,15,166,58,146,0.88,exp_acyclic_depvary_step4_batch_yyy08.pl,r1
195,68,15,166,58,146,0.88,exp_acyclic_depvary_step4_batch_yyy08.pl,y2
196,68,15,166,58,146,0.88,exp_acyclic_depvary_step4_batch_yyy08.pl,f2
197,69,15,168,59,148,0.88,exp_acyclic_depvary_step4_batch_yyy09.pl,v2
198,69,15,168,67,164,0.98,exp_acyclic_depvary_step4_batch_yyy09.pl,v1
199,69,15,168,59,148,0.88,exp_acyclic_depvary_step4_batch_yyy09.pl,c1
200,69,15,168,59,148,0.88,exp_acyclic_depvary_step4_batch_yyy09.pl,x2
201,68,15,166,57,144,0.87,exp_acyclic_depvary_step4_batch_yyy10.pl,t2
202,68,15,166,57,144,0.87,exp_acyclic_depvary_step4_batch_yyy10.pl,d1
203,68,15,166,57,144,0.87,exp_acyclic_depvary_step4_batch_yyy10.pl,f2
204,104,18,244,60,156,0.64,exp_acyclic_depvary_step5_batch_yyy01.pl,p2
205,104,18,244,60,156,0.64,exp_acyclic_depvary_step5_batch_yyy01.pl,v2
206,104,18,244,60,156,0.64,exp_acyclic_depvary_step5_batch_yyy01.pl,e1
207,104,18,244,60,156,0.64,exp_acyclic_depvary_step5_batch_yyy01.pl,b1
208,104,18,244,60,156,0.64,exp_acyclic_depvary_step5_batch_yyy01.pl,d1
209,104,18,244,65,166,0.68,exp_acyclic_depvary_step5_batch_yyy01.pl,q1
210,101,18,238,91,218,0.92,exp_acyclic_depvary_step5_batch_yyy02.pl,e1
211,101,18,238,91,218,0.92,exp_acyclic_depvary_step5_batch_yyy02.pl,r1
212,101,18,238,91,218,0.92,exp_acyclic_depvary_step5_batch_yyy02.pl,d1
213,95,18,226,92,220,0.97,exp_acyclic_depvary_step5_batch_yyy03.pl,s2
214,95,18,226,92,220,0.97,exp_acyclic_depvary_step5_batch_yyy03.pl,f3
215,95,18,226,92,220,0.97,exp_acyclic_depvary_step5_batch_yyy03.pl,t2
216,95,18,226,92,220,0.97,exp_acyclic_depvary_step5_batch_yyy03.pl,a1
217,89,18,214,76,188,0.88,exp_acyclic_depvary_step5_batch_yyy04.pl,f1
218,89,18,214,76,188,0.88,exp_acyclic_depvary_step5_batch_yyy04.pl,w1
219,89,18,214,76,188,0.88,exp_acyclic_depvary_step5_batch_yyy04.pl,v3
220,89,18,214,76,188,0.88,exp_acyclic_depvary_step5_batch_yyy04.pl,r3
221,89,18,214,76,188,0.88,exp_acyclic_depvary_step5_batch_yyy04.pl,t1
222,93,18,222,87,210,0.95,exp_acyclic_depvary_step5_batch_yyy05.pl,d2
223,93,18,222,87,210,0.95,exp_acyclic_depvary_step5_batch_yyy05.pl,y2
224,78,18,192,32,100,0.52,exp_acyclic_depvary_step5_batch_yyy06.pl,e3
225,78,18,192,52,140,0.73,exp_acyclic_depvary_step5_batch_yyy06.pl,q3
226,78,18,192,32,100,0.52,exp_acyclic_depvary_step5_batch_yyy06.pl,p1
227,78,18,192,32,100,0.52,exp_acyclic_depvary_step5_batch_yyy06.pl,a2
228,88,18,212,80,196,0.92,exp_acyclic_depvary_step5_batch_yyy07.pl,u1
229,88,18,212,86,208,0.98,exp_acyclic_depvary_step5_batch_yyy07.pl,s1
230,88,18,212,80,196,0.92,exp_acyclic_depvary_step5_batch_yyy07.pl,r3
231,88,18,212,80,196,0.92,exp_acyclic_depvary_step5_batch_yyy07.pl,a2
232,88,18,212,80,196,0.92,exp_acyclic_depvary_step5_batch_yyy07.pl,q3
233,88,18,212,80,196,0.92,exp_acyclic_depvary_step5_batch_yyy07.pl,y2
234,94,18,224,82,200,0.89,exp_acyclic_depvary_step5_batch_yyy08.pl,p3
235,94,18,224,79,194,0.87,exp_acyclic_depvary_step5_batch_yyy08.pl,y2
236,94,18,224,79,194,0.87,exp_acyclic_depvary_step5_batch_yyy08.pl,p1
237,94,18,224,79,194,0.87,exp_acyclic_depvary_step5_batch_yyy08.pl,f2
238,94,18,224,79,194,0.87,exp_acyclic_depvary_step5_batch_yyy08.pl,u3
239,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,b3
240,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,z1
241,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,v1
242,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,y1
243,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,a3
244,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,e2
245,104,18,244,97,230,0.94,exp_acyclic_depvary_step5_batch_yyy09.pl,y2
246,104,18,244,85,206,0.84,exp_acyclic_depvary_step5_batch_yyy10.pl,e1
247,104,18,244,85,206,0.84,exp_acyclic_depvary_step5_batch_yyy10.pl,t2
248,104,18,244,85,206,0.84,exp_acyclic_depvary_step5_batch_yyy10.pl,s3
249,104,18,244,85,206,0.84,exp_acyclic_depvary_step5_batch_yyy10.pl,e3
250,126,21,294,97,236,0.8,exp_acyclic_depvary_step6_batch_yyy01.pl,s3
251,126,21,294,97,236,0.8,exp_acyclic_depvary_step6_batch_yyy01.pl,b4
252,126,21,294,97,236,0.8,exp_acyclic_depvary_step6_batch_yyy01.pl,t2
253,105,21,252,105,252,1.0,exp_acyclic_depvary_step6_batch_yyy02.pl,q4
254,105,21,252,105,252,1.0,exp_acyclic_depvary_step6_batch_yyy02.pl,p2
255,105,21,252,105,252,1.0,exp_acyclic_depvary_step6_batch_yyy02.pl,x3
256,105,21,252,105,252,1.0,exp_acyclic_depvary_step6_batch_yyy02.pl,f1
257,105,21,252,105,252,1.0,exp_acyclic_depvary_step6_batch_yyy02.pl,z2
258,128,21,298,63,168,0.56,exp_acyclic_depvary_step6_batch_yyy03.pl,b2
259,128,21,298,63,168,0.56,exp_acyclic_depvary_step6_batch_yyy03.pl,e1
260,128,21,298,66,174,0.58,exp_acyclic_depvary_step6_batch_yyy03.pl,u1
261,128,21,298,63,168,0.56,exp_acyclic_depvary_step6_batch_yyy03.pl,f2
262,128,21,298,63,168,0.56,exp_acyclic_depvary_step6_batch_yyy03.pl,s3
263,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,c2
264,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,w1
265,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,p2
266,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,q2
267,136,21,314,129,300,0.96,exp_acyclic_depvary_step6_batch_yyy04.pl,p4
268,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,r2
269,136,21,314,122,286,0.91,exp_acyclic_depvary_step6_batch_yyy04.pl,a1
270,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,b2
271,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,v1
272,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,d2
273,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,a3
274,143,21,328,126,294,0.9,exp_acyclic_depvary_step6_batch_yyy05.pl,u3
275,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,d1
276,143,21,328,121,284,0.87,exp_acyclic_depvary_step6_batch_yyy05.pl,q1
277,134,21,310,74,190,0.61,exp_acyclic_depvary_step6_batch_yyy06.pl,e3
278,134,21,310,110,262,0.85,exp_acyclic_depvary_step6_batch_yyy06.pl,q3
279,134,21,310,80,202,0.65,exp_acyclic_depvary_step6_batch_yyy06.pl,p1
280,134,21,310,74,190,0.61,exp_acyclic_depvary_step6_batch_yyy06.pl,a2
281,127,21,296,74,190,0.64,exp_acyclic_depvary_step6_batch_yyy07.pl,b2
282,127,21,296,83,208,0.7,exp_acyclic_depvary_step6_batch_yyy07.pl,w2
283,127,21,296,74,190,0.64,exp_acyclic_depvary_step6_batch_yyy07.pl,c2
284,127,21,296,74,190,0.64,exp_acyclic_depvary_step6_batch_yyy07.pl,a3
285,127,21,296,74,190,0.64,exp_acyclic_depvary_step6_batch_yyy07.pl,y2
286,127,21,296,74,190,0.64,exp_acyclic_depvary_step6_batch_yyy07.pl,a2
287,135,21,312,113,268,0.86,exp_acyclic_depvary_step6_batch_yyy08.pl,c1
288,135,21,312,113,268,0.86,exp_acyclic_depvary_step6_batch_yyy08.pl,e3
289,135,21,312,119,280,0.9,exp_acyclic_depvary_step6_batch_yyy08.pl,r1
290,135,21,312,113,268,0.86,exp_acyclic_depvary_step6_batch_yyy08.pl,p1
291,135,21,312,113,268,0.86,exp_acyclic_depvary_step6_batch_yyy08.pl,w1
292,135,21,312,119,280,0.9,exp_acyclic_depvary_step6_batch_yyy08.pl,p3
293,135,21,312,113,268,0.86,exp_acyclic_depvary_step6_batch_yyy08.pl,e2
294,135,21,312,124,290,0.93,exp_acyclic_depvary_step6_batch_yyy08.pl,u2
295,118,21,278,93,228,0.82,exp_acyclic_depvary_step6_batch_yyy09.pl,q4
296,118,21,278,93,228,0.82,exp_acyclic_depvary_step6_batch_yyy09.pl,f3
297,118,21,278,93,228,0.82,exp_acyclic_depvary_step6_batch_yyy09.pl,f2
298,118,21,278,93,228,0.82,exp_acyclic_depvary_step6_batch_yyy09.pl,x2
299,132,21,306,93,228,0.75,exp_acyclic_depvary_step6_batch_yyy10.pl,f1
300,132,21,306,93,228,0.75,exp_acyclic_depvary_step6_batch_yyy10.pl,q4
301,132,21,306,93,228,0.75,exp_acyclic_depvary_step6_batch_yyy10.pl,y3
302,132,21,306,125,292,0.95,exp_acyclic_depvary_step6_batch_yyy10.pl,p3
303,132,21,306,93,228,0.75,exp_acyclic_depvary_step6_batch_yyy10.pl,s3
304,132,21,306,93,228,0.75,exp_acyclic_depvary_step6_batch_yyy10.pl,s2
305,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,s4
306,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,q4
307,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,e3
308,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,a3
